date,vaccine_type,vaccine_count
26/08/2021,Pfizer,281158
26/08/2021,Sinovac,122151
26/08/2021,Astra,34752
26/08/2021,Sinopharm,0
26/08/2021,Cansino,1977
27/08/2021,Pfizer,230282
27/08/2021,Sinovac,114370
27/08/2021,Astra,32069
27/08/2021,Sinopharm,0
27/08/2021,Cansino,1389
28/08/2021,Pfizer,212444
28/08/2021,Sinovac,123515
28/08/2021,Astra,31352
28/08/2021,Sinopharm,0
28/08/2021,Cansino,6984
29/08/2021,Pfizer,187601
29/08/2021,Sinovac,108871
29/08/2021,Astra,28963
29/08/2021,Sinopharm,0
29/08/2021,Cansino,7742
30/08/2021,Pfizer,253373
30/08/2021,Sinovac,102939
30/08/2021,Astra,31954
30/08/2021,Sinopharm,0
30/08/2021,Cansino,4260
31/08/2021,Pfizer,174596
31/08/2021,Sinovac,80944
31/08/2021,Astra,29729
31/08/2021,Sinopharm,0
31/08/2021,Cansino,2564
01/09/2021,Pfizer,264274
01/09/2021,Sinovac,130239
01/09/2021,Astra,33890
01/09/2021,Sinopharm,0
01/09/2021,Cansino,2749
02/09/2021,Pfizer,247436
02/09/2021,Sinovac,119166
02/09/2021,Astra,34808
02/09/2021,Sinopharm,0
02/09/2021,Cansino,3653
03/09/2021,Pfizer,188598
03/09/2021,Sinovac,136773
03/09/2021,Astra,28408
03/09/2021,Sinopharm,0
03/09/2021,Cansino,5885
04/09/2021,Pfizer,161513
04/09/2021,Sinovac,139525
04/09/2021,Astra,28054
04/09/2021,Sinopharm,0
04/09/2021,Cansino,7530
05/09/2021,Pfizer,158062
05/09/2021,Sinovac,123749
05/09/2021,Astra,27903
05/09/2021,Sinopharm,0
05/09/2021,Cansino,7095
06/09/2021,Pfizer,165506
06/09/2021,Sinovac,147674
06/09/2021,Astra,27537
06/09/2021,Sinopharm,0
06/09/2021,Cansino,2994
07/09/2021,Pfizer,163756
07/09/2021,Sinovac,161736
07/09/2021,Astra,24257
07/09/2021,Sinopharm,0
07/09/2021,Cansino,2511
08/09/2021,Pfizer,149175
08/09/2021,Sinovac,175678
08/09/2021,Astra,25147
08/09/2021,Sinopharm,0
08/09/2021,Cansino,2230
09/09/2021,Pfizer,160635
09/09/2021,Sinovac,163208
09/09/2021,Astra,25606
09/09/2021,Sinopharm,0
09/09/2021,Cansino,4101
10/09/2021,Pfizer,166042
10/09/2021,Sinovac,120144
10/09/2021,Astra,25431
10/09/2021,Sinopharm,0
10/09/2021,Cansino,6351
11/09/2021,Pfizer,152529
11/09/2021,Sinovac,106262
11/09/2021,Astra,20274
11/09/2021,Sinopharm,0
11/09/2021,Cansino,7588
12/09/2021,Pfizer,144834
12/09/2021,Sinovac,81055
12/09/2021,Astra,19656
12/09/2021,Sinopharm,0
12/09/2021,Cansino,5998
13/09/2021,Pfizer,158822
13/09/2021,Sinovac,66713
13/09/2021,Astra,22386
13/09/2021,Sinopharm,0
13/09/2021,Cansino,4104
14/09/2021,Pfizer,168876
14/09/2021,Sinovac,74044
14/09/2021,Astra,19621
14/09/2021,Sinopharm,0
14/09/2021,Cansino,5695
15/09/2021,Pfizer,176935
15/09/2021,Sinovac,71270
15/09/2021,Astra,22400
15/09/2021,Sinopharm,0
15/09/2021,Cansino,3713
16/09/2021,Pfizer,138525
16/09/2021,Sinovac,55807
16/09/2021,Astra,23575
16/09/2021,Sinopharm,0
16/09/2021,Cansino,3100
17/09/2021,Pfizer,174201
17/09/2021,Sinovac,62884
17/09/2021,Astra,23075
17/09/2021,Sinopharm,0
17/09/2021,Cansino,3497
18/09/2021,Pfizer,172614
18/09/2021,Sinovac,58763
18/09/2021,Astra,19490
18/09/2021,Sinopharm,32
18/09/2021,Cansino,4562
19/09/2021,Pfizer,168436
19/09/2021,Sinovac,46879
19/09/2021,Astra,20701
19/09/2021,Sinopharm,28
19/09/2021,Cansino,3116
20/09/2021,Pfizer,241188
20/09/2021,Sinovac,46424
20/09/2021,Astra,22572
20/09/2021,Sinopharm,104
20/09/2021,Cansino,2592
21/09/2021,Pfizer,223124
21/09/2021,Sinovac,28107
21/09/2021,Astra,21037
21/09/2021,Sinopharm,127
21/09/2021,Cansino,3746
22/09/2021,Pfizer,272577
22/09/2021,Sinovac,42257
22/09/2021,Astra,21624
22/09/2021,Sinopharm,130
22/09/2021,Cansino,5136
23/09/2021,Pfizer,290509
23/09/2021,Sinovac,34139
23/09/2021,Astra,21305
23/09/2021,Sinopharm,200
23/09/2021,Cansino,2177
24/09/2021,Pfizer,236285
24/09/2021,Sinovac,35007
24/09/2021,Astra,19906
24/09/2021,Sinopharm,137
24/09/2021,Cansino,1227
25/09/2021,Pfizer,225508
25/09/2021,Sinovac,32166
25/09/2021,Astra,18545
25/09/2021,Sinopharm,67
25/09/2021,Cansino,2347
26/09/2021,Pfizer,227724
26/09/2021,Sinovac,29878
26/09/2021,Astra,24282
26/09/2021,Sinopharm,49
26/09/2021,Cansino,1841
27/09/2021,Pfizer,285564
27/09/2021,Sinovac,27876
27/09/2021,Astra,23774
27/09/2021,Sinopharm,95
27/09/2021,Cansino,1069
28/09/2021,Pfizer,290351
28/09/2021,Sinovac,27599
28/09/2021,Astra,24041
28/09/2021,Sinopharm,57
28/09/2021,Cansino,2599
29/09/2021,Pfizer,305263
29/09/2021,Sinovac,28968
29/09/2021,Astra,20367
29/09/2021,Sinopharm,120
29/09/2021,Cansino,1390
30/09/2021,Pfizer,287782
30/09/2021,Sinovac,31157
30/09/2021,Astra,21060
30/09/2021,Sinopharm,143
30/09/2021,Cansino,3859
01/10/2021,Pfizer,189520
01/10/2021,Sinovac,23084
01/10/2021,Astra,35036
01/10/2021,Sinopharm,139
01/10/2021,Cansino,1607
02/10/2021,Pfizer,166199
02/10/2021,Sinovac,22843
02/10/2021,Astra,33249
02/10/2021,Sinopharm,116
02/10/2021,Cansino,1774
03/10/2021,Pfizer,167182
03/10/2021,Sinovac,16879
03/10/2021,Astra,33605
03/10/2021,Sinopharm,133
03/10/2021,Cansino,773
04/10/2021,Pfizer,189415
04/10/2021,Sinovac,18524
04/10/2021,Astra,27429
04/10/2021,Sinopharm,142
04/10/2021,Cansino,1536
05/10/2021,Pfizer,184788
05/10/2021,Sinovac,20961
05/10/2021,Astra,27078
05/10/2021,Sinopharm,118
05/10/2021,Cansino,2181
06/10/2021,Pfizer,175750
06/10/2021,Sinovac,16619
06/10/2021,Astra,24819
06/10/2021,Sinopharm,171
06/10/2021,Cansino,2506
07/10/2021,Pfizer,162962
07/10/2021,Sinovac,14776
07/10/2021,Astra,25440
07/10/2021,Sinopharm,210
07/10/2021,Cansino,2101
08/10/2021,Pfizer,141275
08/10/2021,Sinovac,16237
08/10/2021,Astra,25352
08/10/2021,Sinopharm,221
08/10/2021,Cansino,1771
09/10/2021,Pfizer,99756
09/10/2021,Sinovac,16149
09/10/2021,Astra,34425
09/10/2021,Sinopharm,187
09/10/2021,Cansino,1466
10/10/2021,Pfizer,90632
10/10/2021,Sinovac,12473
10/10/2021,Astra,33323
10/10/2021,Sinopharm,190
10/10/2021,Cansino,837
11/10/2021,Pfizer,140296
11/10/2021,Sinovac,15009
11/10/2021,Astra,39212
11/10/2021,Sinopharm,305
11/10/2021,Cansino,1861
12/10/2021,Pfizer,173614
12/10/2021,Sinovac,13941
12/10/2021,Astra,28135
12/10/2021,Sinopharm,284
12/10/2021,Cansino,1812
13/10/2021,Pfizer,168222
13/10/2021,Sinovac,13215
13/10/2021,Astra,34800
13/10/2021,Sinopharm,356
13/10/2021,Cansino,1516
14/10/2021,Pfizer,174281
14/10/2021,Sinovac,12416
14/10/2021,Astra,27605
14/10/2021,Sinopharm,518
14/10/2021,Cansino,2115
15/10/2021,Pfizer,155440
15/10/2021,Sinovac,11752
15/10/2021,Astra,16641
15/10/2021,Sinopharm,328
15/10/2021,Cansino,1904
16/10/2021,Pfizer,115314
16/10/2021,Sinovac,7399
16/10/2021,Astra,14569
16/10/2021,Sinopharm,315
16/10/2021,Cansino,708
17/10/2021,Pfizer,126142
17/10/2021,Sinovac,6477
17/10/2021,Astra,8632
17/10/2021,Sinopharm,234
17/10/2021,Cansino,1252
18/10/2021,Pfizer,196917
18/10/2021,Sinovac,8788
18/10/2021,Astra,9818
18/10/2021,Sinopharm,418
18/10/2021,Cansino,1263
19/10/2021,Pfizer,127083
19/10/2021,Sinovac,4173
19/10/2021,Astra,7644
19/10/2021,Sinopharm,228
19/10/2021,Cansino,988
20/10/2021,Pfizer,250165
20/10/2021,Sinovac,7167
20/10/2021,Astra,10170
20/10/2021,Sinopharm,423
20/10/2021,Cansino,1302
21/10/2021,Pfizer,225356
21/10/2021,Sinovac,8405
21/10/2021,Astra,11921
21/10/2021,Sinopharm,458
21/10/2021,Cansino,1645
22/10/2021,Pfizer,150637
22/10/2021,Sinovac,6962
22/10/2021,Astra,7036
22/10/2021,Sinopharm,413
22/10/2021,Cansino,2052
23/10/2021,Pfizer,107859
23/10/2021,Sinovac,5699
23/10/2021,Astra,6773
23/10/2021,Sinopharm,286
23/10/2021,Cansino,592
24/10/2021,Pfizer,119755
24/10/2021,Sinovac,4776
24/10/2021,Astra,6590
24/10/2021,Sinopharm,257
24/10/2021,Cansino,900
25/10/2021,Pfizer,178899
25/10/2021,Sinovac,6499
25/10/2021,Astra,6118
25/10/2021,Sinopharm,405
25/10/2021,Cansino,1339
26/10/2021,Pfizer,175067
26/10/2021,Sinovac,8376
26/10/2021,Astra,4915
26/10/2021,Sinopharm,387
26/10/2021,Cansino,1132
27/10/2021,Pfizer,162856
27/10/2021,Sinovac,7938
27/10/2021,Astra,3920
27/10/2021,Sinopharm,563
27/10/2021,Cansino,1323
28/10/2021,Pfizer,181697
28/10/2021,Sinovac,7858
28/10/2021,Astra,3135
28/10/2021,Sinopharm,497
28/10/2021,Cansino,1316
29/10/2021,Pfizer,136677
29/10/2021,Sinovac,6394
29/10/2021,Astra,1931
29/10/2021,Sinopharm,494
29/10/2021,Cansino,711
30/10/2021,Pfizer,70097
30/10/2021,Sinovac,5116
30/10/2021,Astra,4246
30/10/2021,Sinopharm,393
30/10/2021,Cansino,555
31/10/2021,Pfizer,58139
31/10/2021,Sinovac,3846
31/10/2021,Astra,5002
31/10/2021,Sinopharm,296
31/10/2021,Cansino,406
01/11/2021,Pfizer,103178
01/11/2021,Sinovac,5264
01/11/2021,Astra,3587
01/11/2021,Sinopharm,517
01/11/2021,Cansino,547
02/11/2021,Pfizer,118531
02/11/2021,Sinovac,5155
02/11/2021,Astra,2022
02/11/2021,Sinopharm,501
02/11/2021,Cansino,785
03/11/2021,Pfizer,112439
03/11/2021,Sinovac,4978
03/11/2021,Astra,1265
03/11/2021,Sinopharm,591
03/11/2021,Cansino,475
04/11/2021,Pfizer,39370
04/11/2021,Sinovac,2749
04/11/2021,Astra,1570
04/11/2021,Sinopharm,397
04/11/2021,Cansino,242
05/11/2021,Pfizer,78392
05/11/2021,Sinovac,5113
05/11/2021,Astra,2407
05/11/2021,Sinopharm,449
05/11/2021,Cansino,175
06/11/2021,Pfizer,37885
06/11/2021,Sinovac,3914
06/11/2021,Astra,2606
06/11/2021,Sinopharm,387
06/11/2021,Cansino,229
07/11/2021,Pfizer,36508
07/11/2021,Sinovac,3190
07/11/2021,Astra,1242
07/11/2021,Sinopharm,227
07/11/2021,Cansino,202
08/11/2021,Pfizer,106169
08/11/2021,Sinovac,5143
08/11/2021,Astra,1063
08/11/2021,Sinopharm,477
08/11/2021,Cansino,308
09/11/2021,Pfizer,113794
09/11/2021,Sinovac,4377
09/11/2021,Astra,750
09/11/2021,Sinopharm,492
09/11/2021,Cansino,446
10/11/2021,Pfizer,129594
10/11/2021,Sinovac,4912
10/11/2021,Astra,859
10/11/2021,Sinopharm,501
10/11/2021,Cansino,429
11/11/2021,Pfizer,141038
11/11/2021,Sinovac,5510
11/11/2021,Astra,1848
11/11/2021,Sinopharm,544
11/11/2021,Cansino,627
12/11/2021,Pfizer,111542
12/11/2021,Sinovac,5163
12/11/2021,Astra,1599
12/11/2021,Sinopharm,730
12/11/2021,Cansino,305
13/11/2021,Pfizer,54184
13/11/2021,Sinovac,3950
13/11/2021,Astra,789
13/11/2021,Sinopharm,404
13/11/2021,Cansino,392
14/11/2021,Pfizer,42668
14/11/2021,Sinovac,3149
14/11/2021,Astra,266
14/11/2021,Sinopharm,306
14/11/2021,Cansino,420
15/11/2021,Pfizer,99643
15/11/2021,Sinovac,5019
15/11/2021,Astra,1060
15/11/2021,Sinopharm,405
15/11/2021,Cansino,522
16/11/2021,Pfizer,117771
16/11/2021,Sinovac,5051
16/11/2021,Astra,1738
16/11/2021,Sinopharm,451
16/11/2021,Cansino,502
17/11/2021,Pfizer,116120
17/11/2021,Sinovac,5014
17/11/2021,Astra,832
17/11/2021,Sinopharm,657
17/11/2021,Cansino,253
18/11/2021,Pfizer,121979
18/11/2021,Sinovac,5339
18/11/2021,Astra,539
18/11/2021,Sinopharm,489
18/11/2021,Cansino,373
19/11/2021,Pfizer,102530
19/11/2021,Sinovac,5485
19/11/2021,Astra,304
19/11/2021,Sinopharm,520
19/11/2021,Cansino,485
20/11/2021,Pfizer,42976
20/11/2021,Sinovac,4359
20/11/2021,Astra,672
20/11/2021,Sinopharm,331
20/11/2021,Cansino,175
21/11/2021,Pfizer,35057
21/11/2021,Sinovac,3460
21/11/2021,Astra,421
21/11/2021,Sinopharm,280
21/11/2021,Cansino,54
22/11/2021,Pfizer,106537
22/11/2021,Sinovac,5534
22/11/2021,Astra,584
22/11/2021,Sinopharm,556
22/11/2021,Cansino,28
23/11/2021,Pfizer,133774
23/11/2021,Sinovac,5657
23/11/2021,Astra,381
23/11/2021,Sinopharm,448
23/11/2021,Cansino,59
24/11/2021,Pfizer,135374
24/11/2021,Sinovac,7121
24/11/2021,Astra,390
24/11/2021,Sinopharm,567
24/11/2021,Cansino,54
25/11/2021,Pfizer,135702
25/11/2021,Sinovac,6556
25/11/2021,Astra,1288
25/11/2021,Sinopharm,455
25/11/2021,Cansino,113
26/11/2021,Pfizer,108080
26/11/2021,Sinovac,7757
26/11/2021,Astra,595
26/11/2021,Sinopharm,448
26/11/2021,Cansino,46
27/11/2021,Pfizer,47883
27/11/2021,Sinovac,8427
27/11/2021,Astra,258
27/11/2021,Sinopharm,373
27/11/2021,Cansino,20
28/11/2021,Pfizer,38307
28/11/2021,Sinovac,4851
28/11/2021,Astra,228
28/11/2021,Sinopharm,310
28/11/2021,Cansino,229
29/11/2021,Pfizer,102494
29/11/2021,Sinovac,8826
29/11/2021,Astra,718
29/11/2021,Sinopharm,396
29/11/2021,Cansino,147
30/11/2021,Pfizer,128519
30/11/2021,Sinovac,9663
30/11/2021,Astra,462
30/11/2021,Sinopharm,427
30/11/2021,Cansino,571
01/12/2021,Pfizer,130812
01/12/2021,Sinovac,14646
01/12/2021,Astra,655
01/12/2021,Sinopharm,402
01/12/2021,Cansino,839
02/12/2021,Pfizer,136490
02/12/2021,Sinovac,17607
02/12/2021,Astra,504
02/12/2021,Sinopharm,445
02/12/2021,Cansino,246
03/12/2021,Pfizer,109900
03/12/2021,Sinovac,18872
03/12/2021,Astra,296
03/12/2021,Sinopharm,656
03/12/2021,Cansino,184
04/12/2021,Pfizer,54433
04/12/2021,Sinovac,16060
04/12/2021,Astra,959
04/12/2021,Sinopharm,413
04/12/2021,Cansino,443
05/12/2021,Pfizer,45376
05/12/2021,Sinovac,10587
05/12/2021,Astra,810
05/12/2021,Sinopharm,319
05/12/2021,Cansino,422
06/12/2021,Pfizer,79961
06/12/2021,Sinovac,20879
06/12/2021,Astra,888
06/12/2021,Sinopharm,486
06/12/2021,Cansino,563
07/12/2021,Pfizer,104068
07/12/2021,Sinovac,24239
07/12/2021,Astra,983
07/12/2021,Sinopharm,416
07/12/2021,Cansino,356
08/12/2021,Pfizer,103273
08/12/2021,Sinovac,25437
08/12/2021,Astra,1370
08/12/2021,Sinopharm,530
08/12/2021,Cansino,308
09/12/2021,Pfizer,116143
09/12/2021,Sinovac,28372
09/12/2021,Astra,1168
09/12/2021,Sinopharm,446
09/12/2021,Cansino,470
10/12/2021,Pfizer,100935
10/12/2021,Sinovac,25252
10/12/2021,Astra,1660
10/12/2021,Sinopharm,383
10/12/2021,Cansino,335
11/12/2021,Pfizer,54318
11/12/2021,Sinovac,18820
11/12/2021,Astra,581
11/12/2021,Sinopharm,206
11/12/2021,Cansino,110
12/12/2021,Pfizer,53468
12/12/2021,Sinovac,15295
12/12/2021,Astra,698
12/12/2021,Sinopharm,171
12/12/2021,Cansino,152
13/12/2021,Pfizer,109493
13/12/2021,Sinovac,22312
13/12/2021,Astra,1717
13/12/2021,Sinopharm,333
13/12/2021,Cansino,210
14/12/2021,Pfizer,140506
14/12/2021,Sinovac,23758
14/12/2021,Astra,1893
14/12/2021,Sinopharm,272
14/12/2021,Cansino,279
15/12/2021,Pfizer,147293
15/12/2021,Sinovac,25315
15/12/2021,Astra,1544
15/12/2021,Sinopharm,295
15/12/2021,Cansino,377
16/12/2021,Pfizer,152017
16/12/2021,Sinovac,23038
16/12/2021,Astra,1874
16/12/2021,Sinopharm,371
16/12/2021,Cansino,260
17/12/2021,Pfizer,139600
17/12/2021,Sinovac,23804
17/12/2021,Astra,1571
17/12/2021,Sinopharm,329
17/12/2021,Cansino,202
18/12/2021,Pfizer,58210
18/12/2021,Sinovac,13758
18/12/2021,Astra,1415
18/12/2021,Sinopharm,178
18/12/2021,Cansino,205
19/12/2021,Pfizer,65801
19/12/2021,Sinovac,12567
19/12/2021,Astra,2587
19/12/2021,Sinopharm,90
19/12/2021,Cansino,296
20/12/2021,Pfizer,125444
20/12/2021,Sinovac,22666
20/12/2021,Astra,1719
20/12/2021,Sinopharm,250
20/12/2021,Cansino,216
21/12/2021,Pfizer,149219
21/12/2021,Sinovac,20737
21/12/2021,Astra,2179
21/12/2021,Sinopharm,205
21/12/2021,Cansino,176
22/12/2021,Pfizer,156142
22/12/2021,Sinovac,22028
22/12/2021,Astra,3295
22/12/2021,Sinopharm,220
22/12/2021,Cansino,283
23/12/2021,Pfizer,158260
23/12/2021,Sinovac,20421
23/12/2021,Astra,3482
23/12/2021,Sinopharm,228
23/12/2021,Cansino,191
24/12/2021,Pfizer,124175
24/12/2021,Sinovac,17765
24/12/2021,Astra,2617
24/12/2021,Sinopharm,180
24/12/2021,Cansino,105
25/12/2021,Pfizer,21643
25/12/2021,Sinovac,3366
25/12/2021,Astra,1162
25/12/2021,Sinopharm,115
25/12/2021,Cansino,93
26/12/2021,Pfizer,54793
26/12/2021,Sinovac,8783
26/12/2021,Astra,2198
26/12/2021,Sinopharm,111
26/12/2021,Cansino,59
27/12/2021,Pfizer,110958
27/12/2021,Sinovac,18819
27/12/2021,Astra,3114
27/12/2021,Sinopharm,233
27/12/2021,Cansino,197
28/12/2021,Pfizer,127464
28/12/2021,Sinovac,20378
28/12/2021,Astra,9657
28/12/2021,Sinopharm,227
28/12/2021,Cansino,204
29/12/2021,Pfizer,155916
29/12/2021,Sinovac,19850
29/12/2021,Astra,14343
29/12/2021,Sinopharm,186
29/12/2021,Cansino,222
30/12/2021,Pfizer,172852
30/12/2021,Sinovac,19924
30/12/2021,Astra,17911
30/12/2021,Sinopharm,200
30/12/2021,Cansino,171
31/12/2021,Pfizer,152162
31/12/2021,Sinovac,16664
31/12/2021,Astra,16958
31/12/2021,Sinopharm,159
31/12/2021,Cansino,285
01/01/2022,Pfizer,28345
01/01/2022,Sinovac,2966
01/01/2022,Astra,10981
01/01/2022,Sinopharm,83
01/01/2022,Cansino,68
02/01/2022,Pfizer,75701
02/01/2022,Sinovac,8341
02/01/2022,Astra,12741
02/01/2022,Sinopharm,59
02/01/2022,Cansino,120
03/01/2022,Pfizer,180363
03/01/2022,Sinovac,12904
03/01/2022,Astra,20821
03/01/2022,Sinopharm,163
03/01/2022,Cansino,166
04/01/2022,Pfizer,213306
04/01/2022,Sinovac,12622
04/01/2022,Astra,20432
04/01/2022,Sinopharm,136
04/01/2022,Cansino,272
05/01/2022,Pfizer,212579
05/01/2022,Sinovac,12995
05/01/2022,Astra,24770
05/01/2022,Sinopharm,163
05/01/2022,Cansino,270
06/01/2022,Pfizer,217543
06/01/2022,Sinovac,12757
06/01/2022,Astra,27490
06/01/2022,Sinopharm,232
06/01/2022,Cansino,255
07/01/2022,Pfizer,180009
07/01/2022,Sinovac,13443
07/01/2022,Astra,28224
07/01/2022,Sinopharm,204
07/01/2022,Cansino,190
08/01/2022,Pfizer,94240
08/01/2022,Sinovac,9961
08/01/2022,Astra,23754
08/01/2022,Sinopharm,147
08/01/2022,Cansino,106
09/01/2022,Pfizer,81063
09/01/2022,Sinovac,7819
09/01/2022,Astra,23724
09/01/2022,Sinopharm,77
09/01/2022,Cansino,254
10/01/2022,Pfizer,169795
10/01/2022,Sinovac,13946
10/01/2022,Astra,43906
10/01/2022,Sinopharm,171
10/01/2022,Cansino,220
11/01/2022,Pfizer,199226
11/01/2022,Sinovac,12390
11/01/2022,Astra,46660
11/01/2022,Sinopharm,143
11/01/2022,Cansino,80
12/01/2022,Pfizer,199871
12/01/2022,Sinovac,13171
12/01/2022,Astra,47720
12/01/2022,Sinopharm,136
12/01/2022,Cansino,190
13/01/2022,Pfizer,210716
13/01/2022,Sinovac,12636
13/01/2022,Astra,48750
13/01/2022,Sinopharm,128
13/01/2022,Cansino,116
14/01/2022,Pfizer,176366
14/01/2022,Sinovac,13176
14/01/2022,Astra,50364
14/01/2022,Sinopharm,91
14/01/2022,Cansino,91
15/01/2022,Pfizer,103501
15/01/2022,Sinovac,8529
15/01/2022,Astra,58166
15/01/2022,Sinopharm,45
15/01/2022,Cansino,224
16/01/2022,Pfizer,84481
16/01/2022,Sinovac,7187
16/01/2022,Astra,58234
16/01/2022,Sinopharm,55
16/01/2022,Cansino,46
17/01/2022,Pfizer,171953
17/01/2022,Sinovac,11198
17/01/2022,Astra,64715
17/01/2022,Sinopharm,117
17/01/2022,Cansino,151
18/01/2022,Pfizer,91069
18/01/2022,Sinovac,6788
18/01/2022,Astra,35540
18/01/2022,Sinopharm,81
18/01/2022,Cansino,55
19/01/2022,Pfizer,197927
19/01/2022,Sinovac,11130
19/01/2022,Astra,63859
19/01/2022,Sinopharm,110
19/01/2022,Cansino,402
20/01/2022,Pfizer,187644
20/01/2022,Sinovac,9102
20/01/2022,Astra,56336
20/01/2022,Sinopharm,76
20/01/2022,Cansino,146
21/01/2022,Pfizer,147092
21/01/2022,Sinovac,6909
21/01/2022,Astra,47789
21/01/2022,Sinopharm,33
21/01/2022,Cansino,84
22/01/2022,Pfizer,105217
22/01/2022,Sinovac,6541
22/01/2022,Astra,48994
22/01/2022,Sinopharm,74
22/01/2022,Cansino,61
23/01/2022,Pfizer,83333
23/01/2022,Sinovac,4913
23/01/2022,Astra,45984
23/01/2022,Sinopharm,22
23/01/2022,Cansino,97
24/01/2022,Pfizer,156858
24/01/2022,Sinovac,9194
24/01/2022,Astra,41778
24/01/2022,Sinopharm,75
24/01/2022,Cansino,234
25/01/2022,Pfizer,164798
25/01/2022,Sinovac,8821
25/01/2022,Astra,44982
25/01/2022,Sinopharm,63
25/01/2022,Cansino,78
26/01/2022,Pfizer,159425
26/01/2022,Sinovac,8934
26/01/2022,Astra,44716
26/01/2022,Sinopharm,72
26/01/2022,Cansino,126
27/01/2022,Pfizer,156306
27/01/2022,Sinovac,8071
27/01/2022,Astra,45138
27/01/2022,Sinopharm,54
27/01/2022,Cansino,177
28/01/2022,Pfizer,132116
28/01/2022,Sinovac,8931
28/01/2022,Astra,41900
28/01/2022,Sinopharm,69
28/01/2022,Cansino,153
29/01/2022,Pfizer,67336
29/01/2022,Sinovac,5311
29/01/2022,Astra,27732
29/01/2022,Sinopharm,71
29/01/2022,Cansino,49
30/01/2022,Pfizer,54352
30/01/2022,Sinovac,3860
30/01/2022,Astra,24759
30/01/2022,Sinopharm,20
30/01/2022,Cansino,56
31/01/2022,Pfizer,74357
31/01/2022,Sinovac,6573
31/01/2022,Astra,17943
31/01/2022,Sinopharm,46
31/01/2022,Cansino,53
01/02/2022,Pfizer,21201
01/02/2022,Sinovac,933
01/02/2022,Astra,7190
01/02/2022,Sinopharm,26
01/02/2022,Cansino,33
02/02/2022,Pfizer,22038
02/02/2022,Sinovac,1687
02/02/2022,Astra,6867
02/02/2022,Sinopharm,31
02/02/2022,Cansino,80
03/02/2022,Pfizer,79449
03/02/2022,Sinovac,7888
03/02/2022,Astra,16373
03/02/2022,Sinopharm,45
03/02/2022,Cansino,112
04/02/2022,Pfizer,72797
04/02/2022,Sinovac,7627
04/02/2022,Astra,12331
04/02/2022,Sinopharm,30
04/02/2022,Cansino,40
05/02/2022,Pfizer,62258
05/02/2022,Sinovac,4791
05/02/2022,Astra,8311
05/02/2022,Sinopharm,28
05/02/2022,Cansino,88
06/02/2022,Pfizer,58918
06/02/2022,Sinovac,3722
06/02/2022,Astra,8314
06/02/2022,Sinopharm,27
06/02/2022,Cansino,59
07/02/2022,Pfizer,101621
07/02/2022,Sinovac,7470
07/02/2022,Astra,14521
07/02/2022,Sinopharm,51
07/02/2022,Cansino,100
08/02/2022,Pfizer,129373
08/02/2022,Sinovac,11450
08/02/2022,Astra,17130
08/02/2022,Sinopharm,44
08/02/2022,Cansino,90
09/02/2022,Pfizer,140964
09/02/2022,Sinovac,15003
09/02/2022,Astra,14851
09/02/2022,Sinopharm,59
09/02/2022,Cansino,186
10/02/2022,Pfizer,149216
10/02/2022,Sinovac,15756
10/02/2022,Astra,13498
10/02/2022,Sinopharm,59
10/02/2022,Cansino,146
11/02/2022,Pfizer,139104
11/02/2022,Sinovac,14240
11/02/2022,Astra,11235
11/02/2022,Sinopharm,47
11/02/2022,Cansino,132
12/02/2022,Pfizer,129502
12/02/2022,Sinovac,9731
12/02/2022,Astra,8458
12/02/2022,Sinopharm,43
12/02/2022,Cansino,107
13/02/2022,Pfizer,105715
13/02/2022,Sinovac,7318
13/02/2022,Astra,8323
13/02/2022,Sinopharm,17
13/02/2022,Cansino,102
14/02/2022,Pfizer,133408
14/02/2022,Sinovac,12852
14/02/2022,Astra,7177
14/02/2022,Sinopharm,63
14/02/2022,Cansino,206
15/02/2022,Pfizer,138462
15/02/2022,Sinovac,12454
15/02/2022,Astra,7340
15/02/2022,Sinopharm,61
15/02/2022,Cansino,244
16/02/2022,Pfizer,146558
16/02/2022,Sinovac,13706
16/02/2022,Astra,7784
16/02/2022,Sinopharm,33
16/02/2022,Cansino,332
17/02/2022,Pfizer,155827
17/02/2022,Sinovac,13599
17/02/2022,Astra,8111
17/02/2022,Sinopharm,27
17/02/2022,Cansino,79
18/02/2022,Pfizer,140672
18/02/2022,Sinovac,13706
18/02/2022,Astra,8519
18/02/2022,Sinopharm,57
18/02/2022,Cansino,166
19/02/2022,Pfizer,138412
19/02/2022,Sinovac,9837
19/02/2022,Astra,6318
19/02/2022,Sinopharm,46
19/02/2022,Cansino,72
20/02/2022,Pfizer,116346
20/02/2022,Sinovac,7614
20/02/2022,Astra,6840
20/02/2022,Sinopharm,14
20/02/2022,Cansino,76
21/02/2022,Pfizer,123841
21/02/2022,Sinovac,10824
21/02/2022,Astra,6534
21/02/2022,Sinopharm,23
21/02/2022,Cansino,68
22/02/2022,Pfizer,134002
22/02/2022,Sinovac,11162
22/02/2022,Astra,7146
22/02/2022,Sinopharm,27
22/02/2022,Cansino,59
23/02/2022,Pfizer,130475
23/02/2022,Sinovac,10601
23/02/2022,Astra,6457
23/02/2022,Sinopharm,28
23/02/2022,Cansino,48
24/02/2022,Pfizer,125682
24/02/2022,Sinovac,9904
24/02/2022,Astra,5190
24/02/2022,Sinopharm,51
24/02/2022,Cansino,96
25/02/2022,Pfizer,120181
25/02/2022,Sinovac,10342
