date,vaccine_type,vaccine_count
25/02/2022,Astra,5301
25/02/2022,Sinopharm,23
25/02/2022,Cansino,64
26/02/2022,Pfizer,109835
26/02/2022,Sinovac,7080
26/02/2022,Astra,4900
26/02/2022,Sinopharm,33
26/02/2022,Cansino,201
27/02/2022,Pfizer,92580
27/02/2022,Sinovac,6463
27/02/2022,Astra,4519
27/02/2022,Sinopharm,43
27/02/2022,Cansino,203
28/02/2022,Pfizer,106376
28/02/2022,Sinovac,8769
28/02/2022,Astra,4467
28/02/2022,Sinopharm,42
28/02/2022,Cansino,80
01/03/2022,Pfizer,94813
01/03/2022,Sinovac,6001
01/03/2022,Astra,3827
01/03/2022,Sinopharm,47
01/03/2022,Cansino,33
02/03/2022,Pfizer,91715
02/03/2022,Sinovac,5108
02/03/2022,Astra,4072
02/03/2022,Sinopharm,27
02/03/2022,Cansino,54
03/03/2022,Pfizer,90479
03/03/2022,Sinovac,4999
03/03/2022,Astra,3886
03/03/2022,Sinopharm,31
03/03/2022,Cansino,49
04/03/2022,Pfizer,75299
04/03/2022,Sinovac,5357
04/03/2022,Astra,3492
04/03/2022,Sinopharm,74
04/03/2022,Cansino,74
05/03/2022,Pfizer,64827
05/03/2022,Sinovac,3267
05/03/2022,Astra,2249
05/03/2022,Sinopharm,262
05/03/2022,Cansino,158
06/03/2022,Pfizer,53396
06/03/2022,Sinovac,2813
06/03/2022,Astra,2188
06/03/2022,Sinopharm,272
06/03/2022,Cansino,150
07/03/2022,Pfizer,57125
07/03/2022,Sinovac,5892
07/03/2022,Astra,2555
07/03/2022,Sinopharm,320
07/03/2022,Cansino,68
08/03/2022,Pfizer,62018
08/03/2022,Sinovac,6239
08/03/2022,Astra,2194
08/03/2022,Sinopharm,366
08/03/2022,Cansino,208
09/03/2022,Pfizer,56212
09/03/2022,Sinovac,5527
09/03/2022,Astra,2525
09/03/2022,Sinopharm,309
09/03/2022,Cansino,62
10/03/2022,Pfizer,58161
10/03/2022,Sinovac,5535
10/03/2022,Astra,2529
10/03/2022,Sinopharm,221
10/03/2022,Cansino,93
11/03/2022,Pfizer,52153
11/03/2022,Sinovac,5096
11/03/2022,Astra,2288
11/03/2022,Sinopharm,321
11/03/2022,Cansino,110
12/03/2022,Pfizer,41772
12/03/2022,Sinovac,5192
12/03/2022,Astra,1540
12/03/2022,Sinopharm,158
12/03/2022,Cansino,111
13/03/2022,Pfizer,39950
13/03/2022,Sinovac,4390
13/03/2022,Astra,1506
13/03/2022,Sinopharm,252
13/03/2022,Cansino,127
14/03/2022,Pfizer,46562
14/03/2022,Sinovac,4503
14/03/2022,Astra,2244
14/03/2022,Sinopharm,201
14/03/2022,Cansino,187
15/03/2022,Pfizer,51884
15/03/2022,Sinovac,5085
15/03/2022,Astra,1854
15/03/2022,Sinopharm,201
15/03/2022,Cansino,92
16/03/2022,Pfizer,44913
16/03/2022,Sinovac,3230
16/03/2022,Astra,1126
16/03/2022,Sinopharm,229
16/03/2022,Cansino,432
17/03/2022,Pfizer,43310
17/03/2022,Sinovac,2956
17/03/2022,Astra,1233
17/03/2022,Sinopharm,150
17/03/2022,Cansino,327
18/03/2022,Pfizer,38499
18/03/2022,Sinovac,3002
18/03/2022,Astra,708
18/03/2022,Sinopharm,137
18/03/2022,Cansino,114
19/03/2022,Pfizer,31879
19/03/2022,Sinovac,2646
19/03/2022,Astra,1242
19/03/2022,Sinopharm,229
19/03/2022,Cansino,197
20/03/2022,Pfizer,25349
20/03/2022,Sinovac,1733
20/03/2022,Astra,1490
20/03/2022,Sinopharm,197
20/03/2022,Cansino,231
21/03/2022,Pfizer,25212
21/03/2022,Sinovac,2765
21/03/2022,Astra,1368
21/03/2022,Sinopharm,168
21/03/2022,Cansino,67
22/03/2022,Pfizer,26799
22/03/2022,Sinovac,2414
22/03/2022,Astra,1025
22/03/2022,Sinopharm,163
22/03/2022,Cansino,54
23/03/2022,Pfizer,25546
23/03/2022,Sinovac,2293
23/03/2022,Astra,992
23/03/2022,Sinopharm,110
23/03/2022,Cansino,181
24/03/2022,Pfizer,26539
24/03/2022,Sinovac,2151
24/03/2022,Astra,1153
24/03/2022,Sinopharm,163
24/03/2022,Cansino,192
25/03/2022,Pfizer,30177
25/03/2022,Sinovac,3052
25/03/2022,Astra,921
25/03/2022,Sinopharm,106
25/03/2022,Cansino,101
26/03/2022,Pfizer,27885
26/03/2022,Sinovac,3014
26/03/2022,Astra,1614
26/03/2022,Sinopharm,206
26/03/2022,Cansino,43
27/03/2022,Pfizer,20464
27/03/2022,Sinovac,2474
27/03/2022,Astra,1810
27/03/2022,Sinopharm,207
27/03/2022,Cansino,52
28/03/2022,Pfizer,35897
28/03/2022,Sinovac,5080
28/03/2022,Astra,2460
28/03/2022,Sinopharm,147
28/03/2022,Cansino,159
29/03/2022,Pfizer,41489
29/03/2022,Sinovac,5806
29/03/2022,Astra,2543
29/03/2022,Sinopharm,224
29/03/2022,Cansino,176
30/03/2022,Pfizer,44246
30/03/2022,Sinovac,6407
30/03/2022,Astra,3295
30/03/2022,Sinopharm,154
30/03/2022,Cansino,172
31/03/2022,Pfizer,50088
31/03/2022,Sinovac,6575
31/03/2022,Astra,3050
31/03/2022,Sinopharm,118
31/03/2022,Cansino,68
01/04/2022,Pfizer,32162
01/04/2022,Sinovac,2976
01/04/2022,Astra,1350
01/04/2022,Sinopharm,74
01/04/2022,Cansino,199
02/04/2022,Pfizer,24584
02/04/2022,Sinovac,2255
02/04/2022,Astra,739
02/04/2022,Sinopharm,28
02/04/2022,Cansino,38
03/04/2022,Pfizer,16266
03/04/2022,Sinovac,1119
03/04/2022,Astra,620
03/04/2022,Sinopharm,16
03/04/2022,Cansino,23
04/04/2022,Pfizer,20761
04/04/2022,Sinovac,2616
04/04/2022,Astra,684
04/04/2022,Sinopharm,18
04/04/2022,Cansino,5
05/04/2022,Pfizer,21480
05/04/2022,Sinovac,3033
05/04/2022,Astra,548
05/04/2022,Sinopharm,10
05/04/2022,Cansino,32
06/04/2022,Pfizer,24412
06/04/2022,Sinovac,2655
06/04/2022,Astra,522
06/04/2022,Sinopharm,16
06/04/2022,Cansino,342
07/04/2022,Pfizer,28315
07/04/2022,Sinovac,2883
07/04/2022,Astra,616
07/04/2022,Sinopharm,10
07/04/2022,Cansino,15
08/04/2022,Pfizer,33607
08/04/2022,Sinovac,3551
08/04/2022,Astra,570
08/04/2022,Sinopharm,19
08/04/2022,Cansino,73
09/04/2022,Pfizer,39907
09/04/2022,Sinovac,3929
09/04/2022,Astra,1065
09/04/2022,Sinopharm,13
09/04/2022,Cansino,23
10/04/2022,Pfizer,37635
10/04/2022,Sinovac,2896
10/04/2022,Astra,616
10/04/2022,Sinopharm,6
10/04/2022,Cansino,9
11/04/2022,Pfizer,46051
11/04/2022,Sinovac,2461
11/04/2022,Astra,702
11/04/2022,Sinopharm,16
11/04/2022,Cansino,10
12/04/2022,Pfizer,46038
12/04/2022,Sinovac,2256
12/04/2022,Astra,417
12/04/2022,Sinopharm,10
12/04/2022,Cansino,41
13/04/2022,Pfizer,48525
13/04/2022,Sinovac,1670
13/04/2022,Astra,496
13/04/2022,Sinopharm,7
13/04/2022,Cansino,50
14/04/2022,Pfizer,59462
14/04/2022,Sinovac,1900
14/04/2022,Astra,731
14/04/2022,Sinopharm,17
14/04/2022,Cansino,27
15/04/2022,Pfizer,57342
15/04/2022,Sinovac,2257
15/04/2022,Astra,385
15/04/2022,Sinopharm,7
15/04/2022,Cansino,20
16/04/2022,Pfizer,81346
16/04/2022,Sinovac,2617
16/04/2022,Astra,351
16/04/2022,Sinopharm,4
16/04/2022,Cansino,24
17/04/2022,Pfizer,61013
17/04/2022,Sinovac,2044
17/04/2022,Astra,390
17/04/2022,Sinopharm,3
17/04/2022,Cansino,109
18/04/2022,Pfizer,57498
18/04/2022,Sinovac,1523
18/04/2022,Astra,549
18/04/2022,Sinopharm,12
18/04/2022,Cansino,29
19/04/2022,Pfizer,49198
19/04/2022,Sinovac,1234
19/04/2022,Astra,375
19/04/2022,Sinopharm,5
19/04/2022,Cansino,20
20/04/2022,Pfizer,64063
20/04/2022,Sinovac,954
20/04/2022,Astra,303
20/04/2022,Sinopharm,7
20/04/2022,Cansino,41
21/04/2022,Pfizer,64803
21/04/2022,Sinovac,981
21/04/2022,Astra,349
21/04/2022,Sinopharm,4
21/04/2022,Cansino,57
22/04/2022,Pfizer,67792
22/04/2022,Sinovac,1581
22/04/2022,Astra,308
22/04/2022,Sinopharm,6
22/04/2022,Cansino,23
23/04/2022,Pfizer,78463
23/04/2022,Sinovac,1701
23/04/2022,Astra,233
23/04/2022,Sinopharm,14
23/04/2022,Cansino,23
24/04/2022,Pfizer,55435
24/04/2022,Sinovac,1122
24/04/2022,Astra,306
24/04/2022,Sinopharm,0
24/04/2022,Cansino,14
25/04/2022,Pfizer,41161
25/04/2022,Sinovac,915
25/04/2022,Astra,217
25/04/2022,Sinopharm,4
25/04/2022,Cansino,40
26/04/2022,Pfizer,36289
26/04/2022,Sinovac,885
26/04/2022,Astra,364
26/04/2022,Sinopharm,4
26/04/2022,Cansino,142
27/04/2022,Pfizer,37290
27/04/2022,Sinovac,844
27/04/2022,Astra,283
27/04/2022,Sinopharm,2
27/04/2022,Cansino,45
28/04/2022,Pfizer,34807
28/04/2022,Sinovac,776
28/04/2022,Astra,249
28/04/2022,Sinopharm,4
28/04/2022,Cansino,11
29/04/2022,Pfizer,41143
29/04/2022,Sinovac,1384
29/04/2022,Astra,142
29/04/2022,Sinopharm,1
29/04/2022,Cansino,6
30/04/2022,Pfizer,37144
30/04/2022,Sinovac,1183
30/04/2022,Astra,95
30/04/2022,Sinopharm,2
30/04/2022,Cansino,3
01/05/2022,Pfizer,13200
01/05/2022,Sinovac,335
01/05/2022,Astra,40
01/05/2022,Sinopharm,3
01/05/2022,Cansino,5
02/05/2022,Pfizer,3043
02/05/2022,Sinovac,121
02/05/2022,Astra,0
02/05/2022,Sinopharm,0
02/05/2022,Cansino,0
03/05/2022,Pfizer,2169
03/05/2022,Sinovac,87
03/05/2022,Astra,7
03/05/2022,Sinopharm,2
03/05/2022,Cansino,0
04/05/2022,Pfizer,2906
04/05/2022,Sinovac,185
04/05/2022,Astra,109
04/05/2022,Sinopharm,0
04/05/2022,Cansino,1
05/05/2022,Pfizer,12944
05/05/2022,Sinovac,733
05/05/2022,Astra,86
05/05/2022,Sinopharm,3
05/05/2022,Cansino,6
06/05/2022,Pfizer,21251
06/05/2022,Sinovac,820
06/05/2022,Astra,39
06/05/2022,Sinopharm,4
06/05/2022,Cansino,4
07/05/2022,Pfizer,25060
07/05/2022,Sinovac,814
07/05/2022,Astra,84
07/05/2022,Sinopharm,2
07/05/2022,Cansino,5
08/05/2022,Pfizer,30130
08/05/2022,Sinovac,755
08/05/2022,Astra,105
08/05/2022,Sinopharm,0
08/05/2022,Cansino,6
09/05/2022,Pfizer,31085
09/05/2022,Sinovac,804
09/05/2022,Astra,153
09/05/2022,Sinopharm,7
09/05/2022,Cansino,11
10/05/2022,Pfizer,32680
10/05/2022,Sinovac,817
10/05/2022,Astra,249
10/05/2022,Sinopharm,1
10/05/2022,Cansino,9
11/05/2022,Pfizer,35041
11/05/2022,Sinovac,742
11/05/2022,Astra,254
11/05/2022,Sinopharm,4
11/05/2022,Cansino,11
12/05/2022,Pfizer,42635
12/05/2022,Sinovac,965
12/05/2022,Astra,485
12/05/2022,Sinopharm,5
12/05/2022,Cansino,23
13/05/2022,Pfizer,56126
13/05/2022,Sinovac,1325
13/05/2022,Astra,154
13/05/2022,Sinopharm,1
13/05/2022,Cansino,8
14/05/2022,Pfizer,47776
14/05/2022,Sinovac,1287
14/05/2022,Astra,167
14/05/2022,Sinopharm,6
14/05/2022,Cansino,0
15/05/2022,Pfizer,25656
15/05/2022,Sinovac,753
15/05/2022,Astra,110
15/05/2022,Sinopharm,0
15/05/2022,Cansino,56
16/05/2022,Pfizer,10990
16/05/2022,Sinovac,875
16/05/2022,Astra,147
16/05/2022,Sinopharm,3
16/05/2022,Cansino,17
17/05/2022,Pfizer,17726
17/05/2022,Sinovac,630
17/05/2022,Astra,137
17/05/2022,Sinopharm,0
17/05/2022,Cansino,208
18/05/2022,Pfizer,15096
18/05/2022,Sinovac,491
18/05/2022,Astra,127
18/05/2022,Sinopharm,1
18/05/2022,Cansino,36
19/05/2022,Pfizer,18210
19/05/2022,Sinovac,592
19/05/2022,Astra,302
19/05/2022,Sinopharm,5
19/05/2022,Cansino,41
20/05/2022,Pfizer,25005
20/05/2022,Sinovac,769
20/05/2022,Astra,65
20/05/2022,Sinopharm,3
20/05/2022,Cansino,10
21/05/2022,Pfizer,23981
21/05/2022,Sinovac,1536
21/05/2022,Astra,98
21/05/2022,Sinopharm,4
21/05/2022,Cansino,3
22/05/2022,Pfizer,16514
22/05/2022,Sinovac,813
22/05/2022,Astra,155
22/05/2022,Sinopharm,1
22/05/2022,Cansino,6
23/05/2022,Pfizer,11686
23/05/2022,Sinovac,426
23/05/2022,Astra,103
23/05/2022,Sinopharm,2
23/05/2022,Cansino,109
24/05/2022,Pfizer,13058
24/05/2022,Sinovac,503
24/05/2022,Astra,171
24/05/2022,Sinopharm,3
24/05/2022,Cansino,87
25/05/2022,Pfizer,12784
25/05/2022,Sinovac,413
25/05/2022,Astra,98
25/05/2022,Sinopharm,1
25/05/2022,Cansino,229
26/05/2022,Pfizer,17209
26/05/2022,Sinovac,490
26/05/2022,Astra,135
26/05/2022,Sinopharm,3
26/05/2022,Cansino,28
27/05/2022,Pfizer,22970
27/05/2022,Sinovac,731
27/05/2022,Astra,126
27/05/2022,Sinopharm,3
27/05/2022,Cansino,19
28/05/2022,Pfizer,20891
28/05/2022,Sinovac,736
28/05/2022,Astra,72
28/05/2022,Sinopharm,2
28/05/2022,Cansino,5
29/05/2022,Pfizer,15256
29/05/2022,Sinovac,382
29/05/2022,Astra,271
29/05/2022,Sinopharm,0
29/05/2022,Cansino,14
30/05/2022,Pfizer,13716
30/05/2022,Sinovac,439
30/05/2022,Astra,90
30/05/2022,Sinopharm,0
30/05/2022,Cansino,91
31/05/2022,Pfizer,16149
31/05/2022,Sinovac,457
31/05/2022,Astra,106
31/05/2022,Sinopharm,1
31/05/2022,Cansino,30
01/06/2022,Pfizer,6056
01/06/2022,Sinovac,255
01/06/2022,Astra,50
01/06/2022,Sinopharm,0
01/06/2022,Cansino,41
02/06/2022,Pfizer,7493
02/06/2022,Sinovac,299
02/06/2022,Astra,43
02/06/2022,Sinopharm,0
02/06/2022,Cansino,7
03/06/2022,Pfizer,10745
03/06/2022,Sinovac,406
03/06/2022,Astra,37
03/06/2022,Sinopharm,0
03/06/2022,Cansino,58
04/06/2022,Pfizer,8963
04/06/2022,Sinovac,391
04/06/2022,Astra,40
04/06/2022,Sinopharm,9
04/06/2022,Cansino,0
05/06/2022,Pfizer,5531
05/06/2022,Sinovac,271
05/06/2022,Astra,32
05/06/2022,Sinopharm,0
05/06/2022,Cansino,5
06/06/2022,Pfizer,2484
06/06/2022,Sinovac,183
06/06/2022,Astra,12
06/06/2022,Sinopharm,2
06/06/2022,Cansino,3
07/06/2022,Pfizer,6668
07/06/2022,Sinovac,566
07/06/2022,Astra,17
07/06/2022,Sinopharm,1
07/06/2022,Cansino,95
08/06/2022,Pfizer,6816
08/06/2022,Sinovac,366
08/06/2022,Astra,30
08/06/2022,Sinopharm,2
08/06/2022,Cansino,10
09/06/2022,Pfizer,9342
09/06/2022,Sinovac,454
09/06/2022,Astra,40
09/06/2022,Sinopharm,2
09/06/2022,Cansino,93
10/06/2022,Pfizer,12877
10/06/2022,Sinovac,586
10/06/2022,Astra,38
10/06/2022,Sinopharm,1
10/06/2022,Cansino,20
11/06/2022,Pfizer,12021
11/06/2022,Sinovac,1179
11/06/2022,Astra,38
11/06/2022,Sinopharm,3
11/06/2022,Cansino,6
12/06/2022,Pfizer,8449
12/06/2022,Sinovac,348
12/06/2022,Astra,54
12/06/2022,Sinopharm,0
12/06/2022,Cansino,0
13/06/2022,Pfizer,7870
13/06/2022,Sinovac,333
13/06/2022,Astra,19
13/06/2022,Sinopharm,4
13/06/2022,Cansino,5
14/06/2022,Pfizer,8005
14/06/2022,Sinovac,313
14/06/2022,Astra,43
14/06/2022,Sinopharm,1
14/06/2022,Cansino,34
15/06/2022,Pfizer,9695
15/06/2022,Sinovac,265
15/06/2022,Astra,46
15/06/2022,Sinopharm,3
15/06/2022,Cansino,6
16/06/2022,Pfizer,12606
16/06/2022,Sinovac,296
16/06/2022,Astra,39
16/06/2022,Sinopharm,1
16/06/2022,Cansino,69
17/06/2022,Pfizer,17814
17/06/2022,Sinovac,368
17/06/2022,Astra,18
17/06/2022,Sinopharm,3
17/06/2022,Cansino,17
18/06/2022,Pfizer,16537
18/06/2022,Sinovac,356
18/06/2022,Astra,51
18/06/2022,Sinopharm,1
18/06/2022,Cansino,5
19/06/2022,Pfizer,10803
19/06/2022,Sinovac,209
19/06/2022,Astra,29
19/06/2022,Sinopharm,0
19/06/2022,Cansino,1
20/06/2022,Pfizer,7767
20/06/2022,Sinovac,241
20/06/2022,Astra,23
20/06/2022,Sinopharm,4
20/06/2022,Cansino,3
21/06/2022,Pfizer,7903
21/06/2022,Sinovac,257
21/06/2022,Astra,36
21/06/2022,Sinopharm,3
21/06/2022,Cansino,21
22/06/2022,Pfizer,10257
22/06/2022,Sinovac,298
22/06/2022,Astra,36
22/06/2022,Sinopharm,6
22/06/2022,Cansino,102
23/06/2022,Pfizer,13710
23/06/2022,Sinovac,301
23/06/2022,Astra,62
23/06/2022,Sinopharm,0
23/06/2022,Cansino,2
24/06/2022,Pfizer,19670
24/06/2022,Sinovac,515
24/06/2022,Astra,79
24/06/2022,Sinopharm,2
24/06/2022,Cansino,28
25/06/2022,Pfizer,13204
25/06/2022,Sinovac,378
25/06/2022,Astra,52
25/06/2022,Sinopharm,2
25/06/2022,Cansino,1
26/06/2022,Pfizer,7748
26/06/2022,Sinovac,230
26/06/2022,Astra,26
26/06/2022,Sinopharm,1
26/06/2022,Cansino,1
27/06/2022,Pfizer,5682
27/06/2022,Sinovac,332
27/06/2022,Astra,76
27/06/2022,Sinopharm,5
27/06/2022,Cansino,0
28/06/2022,Pfizer,5541
28/06/2022,Sinovac,320
28/06/2022,Astra,113
28/06/2022,Sinopharm,2
28/06/2022,Cansino,2
29/06/2022,Pfizer,5482
29/06/2022,Sinovac,242
29/06/2022,Astra,73
29/06/2022,Sinopharm,0
29/06/2022,Cansino,7
30/06/2022,Pfizer,7976
30/06/2022,Sinovac,303
30/06/2022,Astra,88
30/06/2022,Sinopharm,4
30/06/2022,Cansino,175
01/07/2022,Pfizer,9655
01/07/2022,Sinovac,293
01/07/2022,Astra,69
01/07/2022,Sinopharm,1
01/07/2022,Cansino,1
02/07/2022,Pfizer,8710
02/07/2022,Sinovac,283
02/07/2022,Astra,60
02/07/2022,Sinopharm,6
02/07/2022,Cansino,0
03/07/2022,Pfizer,7681
03/07/2022,Sinovac,163
03/07/2022,Astra,103
03/07/2022,Sinopharm,0
03/07/2022,Cansino,48
04/07/2022,Pfizer,6868
04/07/2022,Sinovac,238
04/07/2022,Astra,97
04/07/2022,Sinopharm,2
04/07/2022,Cansino,133
05/07/2022,Pfizer,8604
05/07/2022,Sinovac,222
05/07/2022,Astra,88
05/07/2022,Sinopharm,5
05/07/2022,Cansino,93
06/07/2022,Pfizer,10388
06/07/2022,Sinovac,216
06/07/2022,Astra,96
06/07/2022,Sinopharm,0
06/07/2022,Cansino,90
07/07/2022,Pfizer,16007
07/07/2022,Sinovac,255
07/07/2022,Astra,153
07/07/2022,Sinopharm,2
07/07/2022,Cansino,3
08/07/2022,Pfizer,19334
08/07/2022,Sinovac,306
08/07/2022,Astra,110
08/07/2022,Sinopharm,0
08/07/2022,Cansino,1
09/07/2022,Pfizer,12295
09/07/2022,Sinovac,395
09/07/2022,Astra,124
09/07/2022,Sinopharm,4
09/07/2022,Cansino,0
10/07/2022,Pfizer,5445
10/07/2022,Sinovac,131
10/07/2022,Astra,76
10/07/2022,Sinopharm,0
10/07/2022,Cansino,0
11/07/2022,Pfizer,4989
11/07/2022,Sinovac,177
11/07/2022,Astra,107
11/07/2022,Sinopharm,0
11/07/2022,Cansino,0
12/07/2022,Pfizer,10237
12/07/2022,Sinovac,428
12/07/2022,Astra,211
12/07/2022,Sinopharm,2
12/07/2022,Cansino,3
13/07/2022,Pfizer,12449
13/07/2022,Sinovac,617
13/07/2022,Astra,237
13/07/2022,Sinopharm,9
13/07/2022,Cansino,11
14/07/2022,Pfizer,15992
14/07/2022,Sinovac,550
14/07/2022,Astra,308
14/07/2022,Sinopharm,1
14/07/2022,Cansino,101
15/07/2022,Pfizer,21649
15/07/2022,Sinovac,762
15/07/2022,Astra,281
15/07/2022,Sinopharm,2
15/07/2022,Cansino,5
16/07/2022,Pfizer,18629
16/07/2022,Sinovac,585
16/07/2022,Astra,464
16/07/2022,Sinopharm,1
16/07/2022,Cansino,27
17/07/2022,Pfizer,12529
17/07/2022,Sinovac,284
17/07/2022,Astra,339
17/07/2022,Sinopharm,0
17/07/2022,Cansino,0
18/07/2022,Pfizer,12017
18/07/2022,Sinovac,509
18/07/2022,Astra,288
18/07/2022,Sinopharm,2
18/07/2022,Cansino,19
19/07/2022,Pfizer,13227
19/07/2022,Sinovac,490
19/07/2022,Astra,248
19/07/2022,Sinopharm,0
19/07/2022,Cansino,3
20/07/2022,Pfizer,14662
20/07/2022,Sinovac,597
20/07/2022,Astra,311
20/07/2022,Sinopharm,0
20/07/2022,Cansino,224
21/07/2022,Pfizer,19257
21/07/2022,Sinovac,583
21/07/2022,Astra,321
21/07/2022,Sinopharm,1
21/07/2022,Cansino,4
22/07/2022,Pfizer,21896
22/07/2022,Sinovac,483
22/07/2022,Astra,356
22/07/2022,Sinopharm,1
22/07/2022,Cansino,0
23/07/2022,Pfizer,17825
23/07/2022,Sinovac,433
23/07/2022,Astra,359
23/07/2022,Sinopharm,3
23/07/2022,Cansino,12
24/07/2022,Pfizer,12519
24/07/2022,Sinovac,239
24/07/2022,Astra,241
24/07/2022,Sinopharm,3
24/07/2022,Cansino,32
25/07/2022,Pfizer,14273
25/07/2022,Sinovac,496
25/07/2022,Astra,310
25/07/2022,Sinopharm,8
25/07/2022,Cansino,22
26/07/2022,Pfizer,16128
26/07/2022,Sinovac,413
26/07/2022,Astra,249
26/07/2022,Sinopharm,8
26/07/2022,Cansino,42
27/07/2022,Pfizer,13359
27/07/2022,Sinovac,367
27/07/2022,Astra,281
27/07/2022,Sinopharm,2
27/07/2022,Cansino,218
28/07/2022,Pfizer,16283
28/07/2022,Sinovac,412
28/07/2022,Astra,338
28/07/2022,Sinopharm,6
28/07/2022,Cansino,4
29/07/2022,Pfizer,19211
29/07/2022,Sinovac,396
29/07/2022,Astra,252
29/07/2022,Sinopharm,5
29/07/2022,Cansino,6
30/07/2022,Pfizer,10535
30/07/2022,Sinovac,317
30/07/2022,Astra,205
30/07/2022,Sinopharm,2
30/07/2022,Cansino,0
31/07/2022,Pfizer,8589
31/07/2022,Sinovac,216
31/07/2022,Astra,231
31/07/2022,Sinopharm,0
31/07/2022,Cansino,35
01/08/2022,Pfizer,8187
01/08/2022,Sinovac,269
01/08/2022,Astra,1
01/08/2022,Sinopharm,5
01/08/2022,Cansino,1
02/08/2022,Pfizer,8739
02/08/2022,Sinovac,265
02/08/2022,Astra,2
02/08/2022,Sinopharm,5
02/08/2022,Cansino,81
03/08/2022,Pfizer,8921
03/08/2022,Sinovac,255
03/08/2022,Astra,10
03/08/2022,Sinopharm,3
03/08/2022,Cansino,49
04/08/2022,Pfizer,10432
04/08/2022,Sinovac,507
04/08/2022,Astra,19
04/08/2022,Sinopharm,4
04/08/2022,Cansino,18
05/08/2022,Pfizer,11616
05/08/2022,Sinovac,258
05/08/2022,Astra,0
05/08/2022,Sinopharm,4
05/08/2022,Cansino,23
06/08/2022,Pfizer,8192
06/08/2022,Sinovac,295
06/08/2022,Astra,0
06/08/2022,Sinopharm,3
06/08/2022,Cansino,0
07/08/2022,Pfizer,4524
07/08/2022,Sinovac,130
07/08/2022,Astra,9
07/08/2022,Sinopharm,4
07/08/2022,Cansino,0
08/08/2022,Pfizer,6144
08/08/2022,Sinovac,207
08/08/2022,Astra,2
08/08/2022,Sinopharm,5
08/08/2022,Cansino,1
09/08/2022,Pfizer,6793
09/08/2022,Sinovac,209
09/08/2022,Astra,1
09/08/2022,Sinopharm,3
09/08/2022,Cansino,47
10/08/2022,Pfizer,6654
10/08/2022,Sinovac,180
10/08/2022,Astra,0
10/08/2022,Sinopharm,4
10/08/2022,Cansino,341
11/08/2022,Pfizer,7845
11/08/2022,Sinovac,200
11/08/2022,Astra,0
11/08/2022,Sinopharm,7
11/08/2022,Cansino,187
12/08/2022,Pfizer,9491
12/08/2022,Sinovac,188
12/08/2022,Astra,0
12/08/2022,Sinopharm,5
12/08/2022,Cansino,4
13/08/2022,Pfizer,6790
13/08/2022,Sinovac,177
13/08/2022,Astra,1
13/08/2022,Sinopharm,2
13/08/2022,Cansino,149
14/08/2022,Pfizer,4200
14/08/2022,Sinovac,100
14/08/2022,Astra,0
14/08/2022,Sinopharm,2
14/08/2022,Cansino,0
15/08/2022,Pfizer,4396
15/08/2022,Sinovac,150
15/08/2022,Astra,0
15/08/2022,Sinopharm,3
15/08/2022,Cansino,0
16/08/2022,Pfizer,4944
16/08/2022,Sinovac,146
16/08/2022,Astra,1
16/08/2022,Sinopharm,2
16/08/2022,Cansino,0
17/08/2022,Pfizer,5769
17/08/2022,Sinovac,188
17/08/2022,Astra,0
17/08/2022,Sinopharm,4
17/08/2022,Cansino,0
18/08/2022,Pfizer,7416
18/08/2022,Sinovac,165
18/08/2022,Astra,0
18/08/2022,Sinopharm,3
18/08/2022,Cansino,0
19/08/2022,Pfizer,8980
19/08/2022,Sinovac,147
19/08/2022,Astra,1
19/08/2022,Sinopharm,5
19/08/2022,Cansino,0
20/08/2022,Pfizer,5131
20/08/2022,Sinovac,180
20/08/2022,Astra,0
20/08/2022,Sinopharm,3
20/08/2022,Cansino,0
21/08/2022,Pfizer,3312
21/08/2022,Sinovac,81
21/08/2022,Astra,0
21/08/2022,Sinopharm,0
21/08/2022,Cansino,0
22/08/2022,Pfizer,3871
22/08/2022,Sinovac,136
22/08/2022,Astra,0
22/08/2022,Sinopharm,4
22/08/2022,Cansino,1
23/08/2022,Pfizer,4087
23/08/2022,Sinovac,126
23/08/2022,Astra,0
23/08/2022,Sinopharm,9
23/08/2022,Cansino,0
24/08/2022,Pfizer,4553
24/08/2022,Sinovac,87
24/08/2022,Astra,0
24/08/2022,Sinopharm,0
24/08/2022,Cansino,0
25/08/2022,Pfizer,5176
25/08/2022,Sinovac,112
25/08/2022,Astra,0
25/08/2022,Sinopharm,2
25/08/2022,Cansino,0
26/08/2022,Pfizer,6153
26/08/2022,Sinovac,136
26/08/2022,Astra,0
26/08/2022,Sinopharm,2
26/08/2022,Cansino,0
27/08/2022,Pfizer,4289
27/08/2022,Sinovac,155
27/08/2022,Astra,0
27/08/2022,Sinopharm,1
27/08/2022,Cansino,0
28/08/2022,Pfizer,2264
28/08/2022,Sinovac,112
28/08/2022,Astra,0
28/08/2022,Sinopharm,0
28/08/2022,Cansino,0
29/08/2022,Pfizer,3221
29/08/2022,Sinovac,98
29/08/2022,Astra,0
29/08/2022,Sinopharm,7
29/08/2022,Cansino,0
30/08/2022,Pfizer,3822
30/08/2022,Sinovac,97
30/08/2022,Astra,0
30/08/2022,Sinopharm,1
30/08/2022,Cansino,0
31/08/2022,Pfizer,1378
31/08/2022,Sinovac,48
31/08/2022,Astra,0
31/08/2022,Sinopharm,0
31/08/2022,Cansino,1
