date,daily_partial,daily_full,daily_booster,daily_booster2,daily,daily_partial_adol,daily_full_adol,daily_booster_adol,daily_booster2_adol,daily_partial_child,daily_full_child,daily_booster_child,daily_booster2_child,cumul_partial,cumul_full,cumul_booster,cumul_booster2,cumul,cumul_partial_adol,cumul_full_adol,cumul_booster_adol,cumul_booster2_adol,cumul_partial_child,cumul_full_child,cumul_booster_child,cumul_booster2_child,pfizer,sinovac,astra,sinopharm,cansino,pending
24/02/2021,66,3,0,0,69,0,0,0,0,2,0,0,0,66,3,0,0,69,0,0,0,0,2,0,0,0,66,2,0,0,0,1
25/02/2021,1149,2,0,0,1151,0,0,0,0,0,0,0,0,1215,5,0,0,1220,0,0,0,0,2,0,0,0,1146,2,0,0,0,3
26/02/2021,4103,3,0,0,4106,0,0,0,0,0,0,0,0,5318,8,0,0,5326,0,0,0,0,2,0,0,0,4096,2,1,0,0,7
27/02/2021,6721,6,0,0,6727,0,0,0,0,0,0,0,0,12039,14,0,0,12053,0,0,0,0,2,0,0,0,6700,6,0,0,0,21
28/02/2021,6720,6,0,0,6726,0,1,0,0,0,0,0,0,18759,20,0,0,18779,0,1,0,0,2,0,0,0,6718,4,0,0,0,4
01/03/2021,15395,6,0,0,15401,1,0,0,0,0,0,0,0,34154,26,0,0,34180,1,1,0,0,2,0,0,0,15393,2,0,0,0,6
02/03/2021,21687,4,0,0,21691,1,0,0,0,0,0,0,0,55841,30,0,0,55871,2,1,0,0,2,0,0,0,21688,2,0,0,0,1
03/03/2021,22691,6,0,0,22697,0,0,0,0,0,0,0,0,78532,36,0,0,78568,2,1,0,0,2,0,0,0,22688,4,0,0,0,5
04/03/2021,19513,17,0,0,19530,0,0,0,0,0,0,0,0,98045,53,0,0,98098,2,1,0,0,2,0,0,0,19515,7,0,0,0,8
05/03/2021,14372,6,0,0,14378,0,0,0,0,0,0,0,0,112417,59,0,0,112476,2,1,0,0,2,0,0,0,14371,4,0,0,0,3
06/03/2021,15840,4,0,0,15844,1,0,0,0,2,0,0,0,128257,63,0,0,128320,3,1,0,0,4,0,0,0,15597,204,0,0,0,43
07/03/2021,12590,7,0,0,12597,0,0,0,0,0,0,0,0,140847,70,0,0,140917,3,1,0,0,4,0,0,0,12580,5,0,0,0,12
08/03/2021,27206,16,0,0,27222,0,2,0,0,0,0,0,0,168053,86,0,0,168139,3,3,0,0,4,0,0,0,27203,17,0,0,0,2
09/03/2021,30068,63,0,0,30131,0,0,0,0,0,0,0,0,198121,149,0,0,198270,3,3,0,0,4,0,0,0,30043,85,0,0,0,3
10/03/2021,28776,12,0,0,28788,1,0,0,0,0,0,0,0,226897,161,0,0,227058,4,3,0,0,4,0,0,0,28778,5,1,0,0,4
11/03/2021,26512,10,0,0,26522,0,1,0,0,0,0,0,0,253413,171,0,0,253580,4,4,0,0,4,0,0,0,26512,4,0,0,4,2
12/03/2021,26123,10,0,0,26133,1,1,0,0,0,1,0,0,279536,181,0,0,279713,5,5,0,0,4,1,0,0,26125,6,0,0,0,2
13/03/2021,17061,3,0,0,17064,0,0,0,0,0,1,0,0,296597,184,0,0,296777,5,5,0,0,4,2,0,0,17056,2,0,0,0,6
14/03/2021,10310,5,0,0,10315,7,1,0,0,0,0,0,0,306907,189,0,0,307092,12,6,0,0,4,2,0,0,10311,4,0,0,0,0
15/03/2021,20395,3,0,0,20398,1,0,0,0,0,0,0,0,327302,192,0,0,327490,13,6,0,0,4,2,0,0,20178,2,0,0,0,218
16/03/2021,25476,7,0,0,25483,0,0,0,0,0,0,0,0,352779,199,0,0,352973,13,6,0,0,4,2,0,0,25359,3,0,0,1,120
17/03/2021,20799,65,0,0,20864,0,0,0,0,0,0,0,0,373578,264,0,0,373837,13,6,0,0,4,2,0,0,20859,4,0,0,0,1
18/03/2021,17315,798,0,0,18113,0,0,0,0,0,0,0,0,390893,1062,0,0,391950,13,6,0,0,4,2,0,0,18097,14,0,0,0,2
19/03/2021,10742,3836,0,0,14578,1,1,0,0,0,0,0,0,401635,4898,0,0,406528,14,7,0,0,4,2,0,0,14576,2,0,0,0,0
20/03/2021,7701,6113,0,0,13814,0,0,0,0,0,0,0,0,409336,11011,0,0,420342,14,7,0,0,4,2,0,0,13809,2,0,0,0,3
21/03/2021,9714,5852,0,0,15566,1,0,0,0,0,1,0,0,419050,16863,0,0,435908,15,7,0,0,4,3,0,0,15554,3,0,0,0,9
22/03/2021,9721,14580,0,0,24301,0,0,0,0,0,0,0,0,428771,31443,0,0,460209,15,7,0,0,4,3,0,0,24294,4,0,0,0,3
23/03/2021,8307,20878,0,0,29185,0,0,0,0,0,0,0,0,437078,52321,0,0,489394,15,7,0,0,4,3,0,0,29176,3,0,0,0,6
24/03/2021,6292,22827,0,0,29119,0,0,0,0,0,0,0,0,443370,75148,0,0,518513,15,7,0,0,4,3,0,0,29113,2,0,0,0,4
25/03/2021,6436,19372,0,0,25808,0,0,0,0,1,0,0,0,449806,94520,0,0,544321,15,7,0,0,5,3,0,0,25717,83,0,0,0,8
26/03/2021,3939,12817,0,0,16756,0,0,0,0,0,0,0,0,453745,107337,0,0,561077,15,7,0,0,5,3,0,0,16566,172,0,0,0,18
27/03/2021,1706,14444,0,0,16150,0,0,0,0,0,0,0,0,455451,121781,0,0,577227,15,7,0,0,5,3,0,0,15665,481,0,0,0,4
28/03/2021,3684,12936,0,0,16620,2,0,0,0,0,0,0,0,459135,134717,0,0,593847,17,7,0,0,5,3,0,0,16327,276,0,0,0,17
29/03/2021,7866,27385,0,0,35251,2,0,0,0,0,0,0,0,467001,162102,0,0,629098,19,7,0,0,5,3,0,0,33683,1556,0,0,0,12
30/03/2021,11529,29414,0,0,40943,1,0,0,0,0,0,0,0,478530,191516,0,0,670041,20,7,0,0,5,3,0,0,38777,2159,0,0,0,7
31/03/2021,9951,27527,0,0,37478,2,1,0,0,0,0,0,0,488481,219043,0,0,707519,22,8,0,0,5,3,0,0,34106,3347,0,0,0,25
01/04/2021,15911,26565,0,0,42476,5,0,0,0,0,0,0,0,504392,245608,0,0,749995,27,8,0,0,5,3,0,0,37740,4701,0,0,0,35
02/04/2021,7581,22910,0,0,30491,0,0,0,0,0,1,0,0,511973,268518,0,0,780486,27,8,0,0,5,4,0,0,26830,3657,0,0,0,4
03/04/2021,2682,14751,0,0,17433,0,0,0,0,0,4,0,0,514655,283269,0,0,797919,27,8,0,0,5,8,0,0,16268,1147,0,0,0,18
04/04/2021,6029,9168,0,0,15197,1,1,0,0,0,0,0,0,520684,292437,0,0,813116,28,9,0,0,5,8,0,0,12314,2813,0,0,0,70
05/04/2021,9202,19511,0,0,28713,5,1,0,0,0,0,0,0,529886,311948,0,0,841829,33,10,0,0,5,8,0,0,23515,4984,0,0,0,214
06/04/2021,11026,21705,0,0,32731,11,0,0,0,0,0,0,0,540912,333653,0,0,874560,44,10,0,0,5,8,0,0,28164,4448,0,0,0,119
07/04/2021,12728,18327,0,0,31055,9,2,0,0,0,0,0,0,553640,351980,0,0,905615,53,12,0,0,5,8,0,0,24780,6272,0,0,0,3
08/04/2021,12094,14812,0,0,26906,7,0,0,0,0,0,0,0,565734,366792,0,0,932521,60,12,0,0,5,8,0,0,20671,6231,0,0,0,4
09/04/2021,7230,14398,0,0,21628,3,0,0,0,0,1,0,0,572967,381190,0,0,954149,63,12,0,0,5,9,0,0,18739,2885,0,0,3,1
10/04/2021,5672,10072,0,0,15744,1,0,0,0,0,0,0,0,578639,391262,0,0,969893,64,12,0,0,5,9,0,0,13883,1860,0,0,0,1
11/04/2021,12477,10721,0,0,23198,6,7,0,0,0,2,0,0,591116,401983,0,0,993091,70,19,0,0,5,11,0,0,20930,2266,0,0,0,2
12/04/2021,25371,13964,0,0,39335,18,0,0,0,0,1,0,0,616487,415947,0,0,1032426,88,19,0,0,5,12,0,0,36543,2791,0,0,0,1
13/04/2021,16818,7701,0,0,24519,7,1,0,0,0,0,0,0,633305,423648,0,0,1056945,95,20,0,0,5,12,0,0,19823,4694,0,0,0,2
14/04/2021,20950,7751,0,0,28701,5,0,0,0,2,2,0,0,654255,431399,0,0,1085646,100,20,0,0,7,14,0,0,25279,3422,0,0,0,0
15/04/2021,18105,9171,0,0,27276,10,0,0,0,1,2,0,0,672360,440570,0,0,1112922,110,20,0,0,8,16,0,0,23016,4259,0,0,0,1
16/04/2021,15632,3926,0,0,19558,5,0,0,0,0,2,0,0,687992,444496,0,0,1132480,115,20,0,0,8,18,0,0,16194,3363,0,0,0,1
17/04/2021,8578,1113,0,0,9691,3,0,0,0,3,0,0,0,696570,445609,0,0,1142171,118,20,0,0,11,18,0,0,7685,2005,0,0,0,1
18/04/2021,6161,3766,0,0,9927,0,2,0,0,68,0,0,0,702731,449375,0,0,1152098,118,22,0,0,79,18,0,0,8960,964,0,0,0,3
19/04/2021,24676,8497,0,0,33173,12,4,0,0,0,3,0,0,727407,457872,0,0,1185271,130,26,0,0,79,21,0,0,30107,3060,1,0,0,5
20/04/2021,22085,11293,0,0,33378,9,0,0,0,0,0,0,0,749492,469165,0,0,1218649,139,26,0,0,79,21,0,0,27871,5503,0,0,0,4
21/04/2021,15843,11887,0,0,27730,11,3,0,0,16,9,0,0,765335,481052,0,0,1246379,150,29,0,0,95,30,0,0,22705,5018,0,0,0,7
22/04/2021,14396,15191,0,0,29587,2,4,0,0,0,0,0,0,779731,496243,0,0,1275966,152,33,0,0,95,30,0,0,24077,5497,0,0,0,13
23/04/2021,12222,6699,0,0,18921,8,1,0,0,0,5,0,0,791953,502942,0,0,1294887,160,34,0,0,95,35,0,0,15036,3881,0,0,0,4
24/04/2021,7993,3487,0,0,11480,2,1,0,0,0,2,0,0,799946,506429,0,0,1306367,162,35,0,0,95,37,0,0,9599,1784,0,0,0,97
25/04/2021,9114,5739,0,0,14853,1,1,0,0,0,1,0,0,809060,512168,0,0,1321220,163,36,0,0,95,38,0,0,12284,2568,0,0,0,1
26/04/2021,21371,8946,0,0,30317,14,4,0,0,0,0,0,0,830431,521114,0,0,1351537,177,40,0,0,95,38,0,0,25115,5202,0,0,0,0
27/04/2021,22828,11896,0,0,34724,13,8,0,0,0,0,0,0,853259,533010,0,0,1386261,190,48,0,0,95,38,0,0,28771,5951,0,0,0,2
28/04/2021,26471,13270,0,0,39741,12,6,0,0,0,0,0,0,879730,546280,0,0,1426002,202,54,0,0,95,38,0,0,31298,8439,0,0,0,4
29/04/2021,6471,6068,0,0,12539,0,5,0,0,0,0,0,0,886201,552348,0,0,1438541,202,59,0,0,95,38,0,0,9509,3030,0,0,0,0
30/04/2021,17798,8922,0,0,26720,5,1,0,0,0,2,0,0,903999,561270,0,0,1465261,207,60,0,0,95,40,0,0,22983,3736,0,0,0,1
01/05/2021,2931,2573,0,0,5504,1,1,0,0,0,0,0,0,906930,563843,0,0,1470765,208,61,0,0,95,40,0,0,4917,586,0,0,0,1
02/05/2021,7660,8124,0,0,15784,0,3,0,0,0,0,0,0,914590,571967,0,0,1486549,208,64,0,0,95,40,0,0,13990,1792,0,0,0,2
03/05/2021,24540,26751,0,0,51291,8,7,0,0,0,0,0,0,939130,598718,0,0,1537840,216,71,0,0,95,40,0,0,45052,5519,718,0,0,2
04/05/2021,30142,19707,0,0,49849,5,15,0,0,1,0,0,0,969272,618425,0,0,1587689,221,86,0,0,96,40,0,0,42365,7482,2,0,0,0
05/05/2021,32135,22916,0,0,55051,12,2,0,0,0,0,0,0,1001408,641341,0,0,1642740,233,88,0,0,96,40,0,0,41929,8512,4607,0,1,2
06/05/2021,37093,18789,0,0,55882,13,10,0,0,0,0,0,0,1038501,660130,0,0,1698622,246,98,0,0,96,40,0,0,40098,12199,3585,0,0,0
07/05/2021,32368,15495,0,0,47863,19,3,0,0,0,0,0,0,1070869,675625,0,0,1746485,265,101,0,0,96,40,0,0,28691,15583,3587,0,0,2
08/05/2021,18719,8448,0,0,27167,13,1,0,0,0,0,0,0,1089588,684073,0,0,1773652,278,102,0,0,96,40,0,0,19470,4044,3650,0,0,3
09/05/2021,25926,6608,0,0,32534,11,2,0,0,0,0,0,0,1115516,690681,0,0,1806186,289,104,0,0,96,40,0,0,23182,5745,3604,0,2,1
10/05/2021,36748,24883,0,0,61631,20,9,0,0,1,0,0,0,1152264,715564,0,0,1867817,309,113,0,0,97,40,0,0,48023,10045,3560,0,0,3
11/05/2021,30547,18462,0,0,49009,11,18,0,0,0,0,0,0,1182811,734026,0,0,1916826,320,131,0,0,97,40,0,0,38141,7218,3649,0,0,1
12/05/2021,10348,7832,0,0,18180,12,2,0,0,0,0,0,0,1193159,741858,0,0,1935006,332,133,0,0,97,40,0,0,12975,1740,3465,0,0,0
13/05/2021,113,10,0,0,123,0,0,0,0,1,0,0,0,1193272,741868,0,0,1935129,332,133,0,0,98,40,0,0,6,117,0,0,0,0
14/05/2021,61,9,0,0,70,1,0,0,0,0,0,0,0,1193333,741877,0,0,1935199,333,133,0,0,98,40,0,0,1,69,0,0,0,0
15/05/2021,10377,604,0,0,10981,13,2,0,0,1,2,0,0,1203710,742481,0,0,1946180,346,135,0,0,99,42,0,0,1039,159,9782,0,0,1
16/05/2021,10034,334,0,0,10368,17,0,0,0,0,0,0,0,1213744,742815,0,0,1956548,363,135,0,0,99,42,0,0,214,139,10015,0,0,0
17/05/2021,32517,28219,0,0,60736,21,18,0,0,0,0,0,0,1246261,771034,0,0,2017284,384,153,0,0,99,42,0,0,46790,3426,10516,0,0,4
18/05/2021,45874,32408,0,0,78282,23,17,0,0,0,0,0,0,1292135,803442,0,0,2095566,407,170,0,0,99,42,0,0,60666,7067,10547,0,0,2
19/05/2021,50260,34154,0,0,84414,32,14,0,0,0,0,0,0,1342395,837596,0,0,2179980,439,184,0,0,99,42,0,0,62695,11132,10581,0,0,6
20/05/2021,59337,22014,0,0,81351,28,2,0,0,0,0,0,0,1401732,859610,0,0,2261331,467,186,0,0,99,42,0,0,53782,16450,11111,0,0,8
21/05/2021,42282,18914,0,0,61196,23,6,0,0,0,0,0,0,1444014,878524,0,0,2322527,490,192,0,0,99,42,0,0,37385,12737,11071,0,0,3
22/05/2021,43370,3370,0,0,46740,18,1,0,0,0,0,0,0,1487384,881894,0,0,2369267,508,193,0,0,99,42,0,0,16607,20558,9458,0,0,117
23/05/2021,38061,8435,0,0,46496,17,1,0,0,0,5,0,0,1525445,890329,0,0,2415763,525,194,0,0,99,47,0,0,19426,16469,10588,0,0,13
24/05/2021,69796,26161,0,0,95957,33,11,0,0,1,1,0,0,1595241,916490,0,0,2511720,558,205,0,0,100,48,0,0,50179,32365,13408,0,0,5
25/05/2021,69919,30810,0,0,100729,28,4,0,0,0,4,0,0,1665160,947300,0,0,2612449,586,209,0,0,100,52,0,0,51672,35738,13309,0,0,10
26/05/2021,20549,1912,0,0,22461,21,2,0,0,1,0,0,0,1685709,949212,0,0,2634910,607,211,0,0,101,52,0,0,4276,4419,13765,0,0,1
27/05/2021,58949,49689,0,0,108638,29,9,0,0,1,0,0,0,1744658,998901,0,0,2743548,636,220,0,0,102,52,0,0,60760,34491,13374,0,0,13
28/05/2021,46988,27638,0,0,74626,25,29,0,0,0,29,0,0,1791646,1026539,0,0,2818174,661,249,0,0,102,81,0,0,33346,27805,13470,0,0,5
29/05/2021,51158,15092,0,0,66250,31,7,0,0,0,0,0,0,1842804,1041631,0,0,2884424,692,256,0,0,102,81,0,0,30125,22545,13571,0,0,9
30/05/2021,38435,24449,0,0,62884,17,7,0,0,0,0,0,0,1881239,1066080,0,0,2947308,709,263,0,0,102,81,0,0,26922,22620,13341,0,0,1
31/05/2021,67697,28734,0,0,96431,29,8,0,0,0,0,0,0,1948936,1094814,0,0,3043739,738,271,0,0,102,81,0,0,48982,33843,13601,0,0,5
01/06/2021,75530,24474,0,0,100004,32,7,0,0,0,0,0,0,2024466,1119288,0,0,3143743,770,278,0,0,102,81,0,0,52006,33927,14058,0,0,13
02/06/2021,97124,9903,0,0,107027,38,9,0,0,0,0,0,0,2121590,1129191,0,0,3250770,808,287,0,0,102,81,0,0,44287,48176,14547,0,0,17
03/06/2021,111508,7889,0,0,119397,53,6,0,0,1,0,0,0,2233098,1137080,0,0,3370167,861,293,0,0,103,81,0,0,42176,62379,14821,0,0,21
04/06/2021,86519,4994,0,0,91513,34,2,0,0,1,5,0,0,2319617,1142074,0,0,3461680,895,295,0,0,104,86,0,0,30345,45331,15826,0,0,11
05/06/2021,72271,1408,0,0,73679,27,0,0,0,0,0,0,0,2391888,1143482,0,0,3535359,922,295,0,0,104,86,0,0,35552,22808,15299,0,0,20
06/06/2021,81230,1620,0,0,82850,35,2,0,0,0,0,0,0,2473118,1145102,0,0,3618209,957,297,0,0,104,86,0,0,40188,28592,14049,0,0,21
07/06/2021,60867,5109,0,0,65976,47,4,0,0,0,0,0,0,2533985,1150211,0,0,3684185,1004,301,0,0,104,86,0,0,14873,32818,18270,0,0,15
08/06/2021,108594,46455,0,0,155049,35,4,0,0,1,0,0,0,2642579,1196666,0,0,3839234,1039,305,0,0,105,86,0,0,92657,41669,20659,0,0,64
09/06/2021,116402,40823,0,0,157225,46,13,0,0,0,0,0,0,2758981,1237489,0,0,3996459,1085,318,0,0,105,86,0,0,93082,48162,15954,0,0,27
10/06/2021,113854,47522,0,0,161376,61,13,0,0,1,0,0,0,2872836,1285011,0,0,4157835,1146,331,0,0,106,86,0,0,85026,54658,21678,0,1,13
11/06/2021,96418,30312,0,0,126730,63,3,0,0,0,0,0,0,2969254,1315323,0,0,4284565,1209,334,0,0,106,86,0,0,49703,52296,24428,0,0,303
12/06/2021,103503,34216,0,0,137719,81,8,0,0,0,2,0,0,3072757,1349539,0,0,4422284,1290,342,0,0,106,88,0,0,54679,62295,20599,0,0,146
13/06/2021,105056,27024,0,0,132080,77,4,0,0,0,0,0,0,3177813,1376563,0,0,4554364,1367,346,0,0,106,88,0,0,55718,54570,21739,0,0,53
14/06/2021,148087,55979,0,0,204066,103,13,0,0,1,0,0,0,3325900,1432542,0,0,4758430,1470,359,0,0,107,88,0,0,80204,98745,25053,0,0,64
15/06/2021,167178,56278,0,0,223456,115,15,0,0,1,0,0,0,3493078,1488820,0,0,4981886,1585,374,0,0,108,88,0,0,83995,114667,24447,0,0,347
16/06/2021,206391,8307,0,0,214698,211,5,0,0,2,0,0,0,3699469,1497127,0,0,5196584,1796,379,0,0,110,88,0,0,74256,116317,23893,0,0,232
17/06/2021,185212,44479,0,0,229691,193,13,0,0,3,4,0,0,3884681,1541606,0,0,5426275,1989,392,0,0,113,92,0,0,78549,125250,25755,0,0,137
18/06/2021,153135,32787,0,0,185922,158,9,0,0,2,0,0,0,4037816,1574393,0,0,5612197,2147,401,0,0,115,92,0,0,55441,104998,25270,0,0,213
19/06/2021,135936,36354,0,0,172290,184,13,0,0,1,0,0,0,4173752,1610747,0,0,5784487,2331,414,0,0,116,92,0,0,68368,83966,19864,0,0,92
20/06/2021,122537,24256,0,0,146793,124,9,0,0,2,0,0,0,4296289,1635003,0,0,5931280,2455,423,0,0,118,92,0,0,46388,81321,19017,0,0,67
21/06/2021,191203,54803,0,0,246006,294,11,0,0,1,0,0,0,4487492,1689806,0,0,6177286,2749,434,0,0,119,92,0,0,72944,146860,25806,2,0,394
22/06/2021,199267,61095,0,0,260362,373,17,0,0,1,0,0,0,4686759,1750901,0,0,6437648,3122,451,0,0,120,92,0,0,79226,157469,23596,0,0,71
23/06/2021,185431,80213,0,0,265644,290,20,0,0,1,0,0,0,4872190,1831114,0,0,6703292,3412,471,0,0,121,92,0,0,74072,168309,22995,0,0,268
24/06/2021,183061,94871,0,0,277932,249,35,0,0,0,1,0,0,5055251,1925985,0,0,6981224,3661,506,0,0,121,93,0,0,70608,184139,23054,0,0,131
25/06/2021,154867,68330,0,0,223197,233,23,0,0,0,1,0,0,5210118,1994315,0,0,7204421,3894,529,0,0,121,94,0,0,55228,145983,21953,0,0,33
26/06/2021,142758,56417,0,0,199175,319,15,0,0,1,0,0,0,5352877,2050732,0,0,7403596,4213,544,0,0,122,94,0,0,68519,112014,18343,0,1,298
27/06/2021,111793,66253,0,0,178046,192,24,0,0,0,0,0,0,5464670,2116985,0,0,7581642,4405,568,0,0,122,94,0,0,60983,100511,16475,0,0,77
28/06/2021,166580,43681,0,0,210261,281,36,0,0,1,2,0,0,5631250,2160666,0,0,7791903,4686,604,0,0,123,96,0,0,53317,135908,20850,0,0,186
29/06/2021,158917,85559,0,0,244476,251,32,0,0,4,1,0,0,5790167,2246225,0,0,8036379,4937,636,0,0,127,97,0,0,80533,142812,20994,0,0,137
30/06/2021,174057,96865,0,0,270922,259,42,0,0,0,0,0,0,5964224,2343090,0,0,8307301,5196,678,0,0,127,97,0,0,86457,163055,21312,0,0,98
01/07/2021,183750,86635,0,0,270385,257,38,0,0,5,0,0,0,6147975,2429725,0,0,8577686,5453,716,0,0,132,97,0,0,74999,173942,21420,0,1,23
02/07/2021,170243,70757,0,0,241000,352,43,0,0,1,0,0,0,6318218,2500482,0,0,8818686,5805,759,0,0,133,97,0,0,58385,160508,22026,0,0,81
03/07/2021,144810,79456,0,0,224266,243,56,0,0,1,0,0,0,6463028,2579938,0,0,9042952,6048,815,0,0,134,97,0,0,64840,140714,18631,0,0,81
04/07/2021,135090,80887,0,0,215977,171,57,0,0,0,0,0,0,6598118,2660825,0,0,9258929,6219,872,0,0,134,97,0,0,69865,127070,18945,0,0,97
05/07/2021,206618,121561,0,0,328179,307,84,0,0,2,0,0,0,6804736,2782386,0,0,9587108,6526,956,0,0,136,97,0,0,88790,216920,22354,0,0,115
06/07/2021,217135,139368,0,0,356503,271,88,0,0,3,1,0,0,7021871,2921754,0,0,9943611,6797,1044,0,0,139,98,0,0,95914,238636,21816,0,0,137
07/07/2021,218880,176671,0,0,395551,311,161,0,0,1,1,0,0,7240751,3098425,0,0,10339162,7108,1205,0,0,140,99,0,0,103016,266416,25939,0,0,180
08/07/2021,230071,160711,0,0,390782,298,166,0,0,1,1,0,0,7470822,3259136,0,0,10729944,7406,1371,0,0,141,100,0,0,99444,266225,24982,0,0,131
09/07/2021,220763,129896,0,0,350659,441,121,0,0,0,2,0,0,7691585,3389032,0,0,11080603,7847,1492,0,0,141,102,0,0,84394,240719,25381,0,0,165
10/07/2021,219806,116809,0,0,336615,477,145,0,0,3,4,0,0,7911391,3505841,0,0,11417218,8324,1637,0,0,144,106,0,0,101281,213305,21981,0,0,48
11/07/2021,194795,103475,0,0,298270,374,102,0,0,2,2,0,0,8106186,3609316,0,0,11715488,8698,1739,0,0,146,108,0,0,88273,188137,21819,0,0,41
12/07/2021,271969,163122,0,0,435091,507,223,0,0,0,2,0,0,8378155,3772438,0,0,12150579,9205,1962,0,0,146,110,0,0,120492,289907,24539,0,0,153
13/07/2021,268598,171497,0,0,440095,583,295,0,0,3,1,0,0,8646753,3943935,0,0,12590674,9788,2257,0,0,149,111,0,0,116926,300918,22126,0,0,125
14/07/2021,295352,164152,0,0,459504,729,241,0,0,4,0,0,0,8942105,4108087,0,0,13050178,10517,2498,0,0,153,111,0,0,122061,312897,24402,0,0,144
15/07/2021,317879,161385,0,0,479264,668,197,0,0,1,1,0,0,9259984,4269472,0,0,13529442,11185,2695,0,0,154,112,0,0,137971,317740,23407,0,0,146
16/07/2021,283903,134280,0,0,418183,829,181,0,0,3,1,0,0,9543887,4403752,0,0,13947625,12014,2876,0,0,157,113,0,0,128016,267311,22656,0,0,200
17/07/2021,264794,132881,0,0,397675,1136,262,0,0,6,0,0,0,9808681,4536633,0,0,14345300,13150,3138,0,0,163,113,0,0,132347,236763,28030,0,0,535
18/07/2021,252615,104213,0,0,356828,798,161,0,0,1,0,0,0,10061296,4640846,0,0,14702128,13948,3299,0,0,164,113,0,0,123529,204100,28872,0,0,327
19/07/2021,288828,154643,0,0,443471,645,251,0,0,6,1,0,0,10350124,4795489,0,0,15145599,14593,3550,0,0,170,114,0,0,168850,242679,31673,0,0,269
20/07/2021,208555,103525,0,0,312080,317,150,0,0,2,2,0,0,10558679,4899014,0,0,15457679,14910,3700,0,0,172,116,0,0,83345,199656,29006,0,0,73
21/07/2021,289131,170661,0,0,459792,814,234,0,0,4,16,0,0,10847810,5069675,0,0,15917471,15724,3934,0,0,176,132,0,0,156738,272285,30473,0,0,296
22/07/2021,343451,176945,0,0,520396,725,231,0,0,4,4,0,0,11191261,5246620,0,0,16437867,16449,4165,0,0,180,136,0,0,203977,285074,31291,1,0,53
23/07/2021,314698,164685,0,0,479383,673,312,0,0,5,0,0,0,11505959,5411305,0,0,16917250,17122,4477,0,0,185,136,0,0,180692,268194,30401,0,0,96
24/07/2021,296012,137686,0,0,433698,1182,213,0,0,6,0,0,0,11801971,5548991,0,0,17350948,18304,4690,0,0,191,136,0,0,175684,231201,26702,0,0,111
25/07/2021,292512,125131,0,0,417643,962,143,0,0,6,1,0,0,12094483,5674122,0,0,17768591,19266,4833,0,0,197,137,0,0,165170,223906,28449,0,0,118
26/07/2021,342832,195772,0,0,538604,794,255,0,0,9,3,0,0,12437315,5869894,0,0,18307195,20060,5088,0,0,206,140,0,0,227456,279895,31141,0,0,112
27/07/2021,366642,206018,0,0,572660,938,229,0,0,8,1,0,0,12803957,6075912,0,0,18879855,20998,5317,0,0,214,141,0,0,253040,288151,31338,0,0,131
28/07/2021,375551,207345,0,0,582896,941,248,0,0,7,0,0,0,13179510,6283257,0,0,19462751,21939,5565,0,0,221,141,0,0,245196,311868,25700,0,2,130
29/07/2021,363183,218732,0,0,581915,1006,240,0,0,12,3,0,0,13542697,6501989,0,0,20044666,22946,5805,0,0,233,144,0,0,255079,299769,26963,0,4,100
30/07/2021,333176,203179,0,0,536355,966,358,0,0,11,0,0,0,13875873,6705168,0,0,20581021,23912,6163,0,0,244,144,0,0,211840,296281,28122,1,0,111
31/07/2021,336708,207714,0,0,544422,1138,382,0,0,18,3,0,0,14212583,6912882,0,0,21125443,25050,6545,0,0,262,147,0,0,220195,296387,27306,0,2,532
01/08/2021,310632,185687,0,0,496319,740,312,0,0,9,1,0,0,14523217,7098569,0,0,21621762,25790,6857,0,0,271,148,0,0,205254,265402,25596,0,2,65
02/08/2021,237086,252341,0,0,489427,832,410,0,0,10,1,0,0,14760303,7350910,0,0,22111189,26622,7267,0,0,281,149,0,0,228822,243416,17075,0,0,114
03/08/2021,254132,251178,0,0,505310,981,457,0,0,9,2,0,0,15014436,7602088,0,0,22616499,27603,7724,0,0,290,151,0,0,247827,239967,17316,0,1,199
04/08/2021,242982,273614,0,0,516596,824,568,0,0,7,3,0,0,15257419,7875702,0,0,23133095,28427,8292,0,0,297,154,0,0,258519,239922,18048,0,1,106
05/08/2021,236093,303140,0,0,539233,806,596,0,0,13,1,0,0,15493513,8178842,0,0,23672328,29233,8888,0,0,310,155,0,0,264309,256781,18009,0,1,133
06/08/2021,205525,266071,0,0,471596,628,693,0,0,8,2,0,0,15699039,8444913,0,0,24143924,29861,9581,0,0,318,157,0,0,219282,222946,29327,0,1,40
07/08/2021,205113,247440,0,0,452553,715,876,0,0,7,8,0,0,15904153,8692353,0,0,24596477,30576,10457,0,0,325,165,0,0,199466,216128,36866,0,1,92
08/08/2021,172381,239817,0,0,412198,549,650,0,0,7,2,0,0,16076535,8932170,0,0,25008675,31125,11107,0,0,332,167,0,0,173839,200238,38079,0,1,41
09/08/2021,203564,284909,0,0,488473,591,645,0,0,11,7,0,0,16280103,9217079,0,0,25497148,31716,11752,0,0,343,174,0,0,227654,203198,57507,0,4,110
10/08/2021,177172,201919,0,0,379091,1209,258,0,0,20,3,0,0,16457277,9418998,0,0,25876239,32925,12010,0,0,363,177,0,0,147046,178932,52714,0,2,397
11/08/2021,245220,274923,0,0,520143,1030,709,0,0,17,5,0,0,16702502,9693921,0,0,26396382,33955,12719,0,0,380,182,0,0,224458,236244,59373,0,5,63
